Fecha Cotización;Apertura;Máximo;Mínimo;Cierre;Cierre ajustado;Volumen Monto;Volumen Nominal
19/5/2017;315,5;316,5;310,2;310,83;310,83;2;4654268
18/5/2017;307;313,94;305,31;313,06;313,06;60;5609034
17/5/2017;314,39;314,63;305,5;306,11;306,11;100;6695341
16/5/2017;317,59;320,06;315,14;317,01;317,01;2;4140485
15/5/2017;318,38;320,2;312,53;315,88;315,88;380;7606430
12/5/2017;325,48;327;321,53;324,81;324,81;50;4118226
11/5/2017;323,4;326;319,6;323,1;323,1;50;4747052
10/5/2017;321,26;0;0;321,26;321,26;5;37427
9/5/2017;309,38;321,99;309,1;321,26;321,26;337;9663036
8/5/2017;310,9;313,79;305,82;307,19;307,19;1;7002675
5/5/2017;298;308,55;296,8;308,35;308,35;100;8115403
4/5/2017;307,44;307,77;290,76;295,46;295,46;4;14135185
3/5/2017;317,67;321,53;310,45;311,02;311,02;25;6870353
2/5/2017;324;327,66;316,56;318,89;318,89;200;5314930
1/5/2017;314,88;327,25;314,81;322,83;322,83;100;8819520
28/4/2017;309,83;314,8;308;314,07;314,07;100;4496120
27/4/2017;311,69;313,09;307,5;308,63;308,63;1288;3460608
26/4/2017;312,37;314,5;309;310,17;310,17;72;4547088
25/4/2017;308;313,98;305,86;313,79;313,79;2;6733437
24/4/2017;309,22;310,55;306,02;308,03;308,03;1;5077560
21/4/2017;302;306,4;300,42;305,6;305,6;100;4497129
20/4/2017;306,51;309,15;300,23;302,51;302,51;45;6145452
19/4/2017;302,46;306,62;302,11;305,52;305,52;100;3890994
18/4/2017;299,7;300,84;297,9;300,25;300,25;101;3034221
17/4/2017;302,7;304;298,68;301,44;301,44;21;4122402
13/4/2017;296,7;307,39;295,3;304;304;100;9275435
12/4/2017;306,34;308,45;296,32;296,84;296,84;1;6042924
11/4/2017;313,38;313,47;305,5;308,71;308,71;5;5718039
10/4/2017;309,15;313,73;308,71;312,39;312,39;500;7651383
7/4/2017;297,5;302,69;297,15;302,54;302,54;200;4562129
6/4/2017;296,88;301,94;294,1;298,7;298,7;5;5517694
5/4/2017;302,04;304,88;294,2;295;295;8;7858071
4/4/2017;296,89;304,81;294,53;303,7;303,7;1;10107910
3/4/2017;286,9;299;284,58;298,52;298,52;55;13863776
31/3/2017;278,73;279,68;276,32;278,3;278,3;41;3291629
30/3/2017;278,04;282;277,21;277,92;277,92;11;4141392
29/3/2017;278,34;279,6;275,54;277,38;277,38;20;3672451
28/3/2017;277,02;280,68;275;277,45;277,45;131;7977730
27/3/2017;260,6;270,57;259,75;270,22;270,22;15;6221297
24/3/2017;255,7;263,89;255,01;263,16;263,16;100;5637351
23/3/2017;255,39;257,67;253,3;254,78;254,78;8;3309844
22/3/2017;251,56;255,07;250,51;255,01;255,01;1;4056563
21/3/2017;262,83;264,8;250,24;250,68;250,68;10;6900934
20/3/2017;260,6;264,55;258,82;261,92;261,92;3176;3601611
17/3/2017;264;265,33;261,2;261,5;261,5;25;6490279
16/3/2017;262,4;265,75;259,06;262,05;262,05;66;7126646
15/3/2017;257;261;254,27;255,73;255,73;100;5202834
14/3/2017;246,11;258,12;246,02;258;258;30;7580024
13/3/2017;244,82;246,85;242,78;246,17;246,17;3;3011217
10/3/2017;246,21;246,5;243;243,69;243,69;200;3055147
9/3/2017;247,63;248,66;243;244,9;244,9;400;3857024
8/3/2017;247;250,07;245,32;246,87;246,87;25;3724927
7/3/2017;251,92;253,89;248,32;248,59;248,59;20000;3441249
6/3/2017;247,91;251,7;247,51;251,21;251,21;13;3351032
3/3/2017;250,74;251,9;249;251,57;251,57;51;2918621
2/3/2017;249,71;253,28;248,27;250,48;250,48;334;3341857
1/3/2017;254,18;254,85;249,11;250,02;250,02;41;4798477
28/2/2017;244,19;251;243,9;249,99;249,99;100;6061854
27/2/2017;248,17;248,36;242,01;246,23;246,23;20;11427847
24/2/2017;252,66;258,25;250,2;257;257;5;8156845
23/2/2017;264;264,66;255,56;255,99;255,99;400;14855568
22/2/2017;280,31;283,45;272,6;273,51;273,51;100;7935829
21/2/2017;275,45;281,4;274,01;277,39;277,39;5;5634025
17/2/2017;265,8;272,89;264,15;272,23;272,23;100;6244694
16/2/2017;277,6;280;268,5;268,95;268,95;371;7052117
15/2/2017;280;282,24;276,44;279,76;279,76;3;4932296
14/2/2017;279,03;287,39;278,61;280,98;280,98;100;7314882
13/2/2017;270,74;280,79;270,51;280,6;280,6;100;7015942
10/2/2017;269,79;270,95;266,11;269,23;269,23;25;3611895
9/2/2017;266,25;271,18;266,15;269,2;269,2;67;7786224
8/2/2017;257,35;263,36;256,2;262,08;262,08;100;3907647
7/2/2017;258,19;260;256,42;257,48;257,48;341;4228724
6/2/2017;251;257,82;250,63;257,77;257,77;18;3552645
3/2/2017;251,91;252,18;249,68;251,33;251,33;100;2023525
2/2/2017;248,34;252,42;247,71;251,55;251,55;10;2492580
1/2/2017;253,05;253,2;249,05;249,24;249,24;1;3936369
31/1/2017;249,24;255,89;247,7;251,93;251,93;144;4103079
30/1/2017;252,53;255,29;247,1;250,63;250,63;5;3779179
27/1/2017;251,38;253;248,52;252,95;252,95;100;3146480
26/1/2017;254,29;255,74;250,75;252,51;252,51;1;3140466
25/1/2017;257,31;258,46;251,8;254,47;254,47;23;5137519
24/1/2017;250;254,8;249,65;254,61;254,61;500;4946490
23/1/2017;245,85;250,89;245,5;248,92;248,92;217;6201721
20/1/2017;245,46;246;243,01;244,73;244,73;200;4192786
19/1/2017;247,25;248,68;240,75;243,76;243,76;150;7709085
18/1/2017;236,65;239,71;235,58;238,36;238,36;311;3757400
17/1/2017;236,7;239,96;234,37;235,58;235,58;60;4611596
13/1/2017;230;237,85;229,59;237,75;237,75;50;6067970
12/1/2017;229,06;230,7;225,58;229,59;229,59;150;3783976
11/1/2017;229,07;229,98;226,68;229,73;229,73;543;3645923
10/1/2017;232;232;226,89;229,87;229,87;116;3648787
9/1/2017;228,97;231,92;228;231,25;231,25;36;3851314
6/1/2017;226,93;230,31;225,45;229,01;229,01;2800;5500982
5/1/2017;226,42;227,48;221,95;226,75;226,75;200;5888925
4/1/2017;214,75;228;214,31;226,99;226,99;460;11159548
3/1/2017;214,86;220,33;210,96;216,98;216,98;175;5689826
30/12/2016;216,3;217,5;211,68;213,69;213,69;100;4630866
29/12/2016;218,56;219,2;214,12;214,68;214,68;10;4032108
28/12/2016;221,53;223,8;217,2;219,74;219,74;99;3752990
27/12/2016;213,34;0;0;213,34;213,34;217;15100
23/12/2016;208;213,45;207,71;213,34;213,34;2;4653147
22/12/2016;208,22;209,99;206,5;208,45;208,45;10;3102282
21/12/2016;208,45;212,23;207,41;207,7;207,7;12200;5198170
20/12/2016;203,05;209;202,5;208,79;208,79;36;4652974
19/12/2016;202,49;204,45;199,84;202,73;202,73;100;3453526
16/12/2016;198,08;202,59;197,6;202,49;202,49;400;3768768
15/12/2016;198,41;200,74;197,39;197,58;197,58;85;3206092
14/12/2016;198,74;203;196,76;198,69;198,69;10;4136276
13/12/2016;193,18;201,28;193;198,15;198,15;100;6775540
12/12/2016;192,8;194,42;191,04;192,43;192,43;33;2436335
9/12/2016;190,87;193,84;190,81;192,18;192,18;100;2710913
8/12/2016;192,05;192,5;189,54;192,29;192,29;100;3185960
7/12/2016;186,15;193,4;185;193,15;193,15;14;5438535
6/12/2016;185,52;186,58;182,68;185,85;185,85;220;3359223
5/12/2016;182,51;188,89;182,51;186,8;186,8;110000;4056536
2/12/2016;182,88;184,88;180;181,47;181,47;50;4026844
1/12/2016;188,25;188,53;181;181,88;181,88;106;5104466
30/11/2016;191;191,89;187,5;189,4;189,4;100;3529277
29/11/2016;195,56;196,73;189,5;189,57;189,57;36;4424968
28/11/2016;195,48;199,35;194,55;196,12;196,12;50;4483887
25/11/2016;193,64;197,24;193,64;196,65;196,65;145;2365993
23/11/2016;190,61;195,64;189;193,14;193,14;100;4882710
22/11/2016;185,84;191,47;183,71;191,17;191,17;2;5596717
21/11/2016;185,04;188,89;184,41;184,52;184,52;100;4341314
18/11/2016;190,65;193;185;185,02;185,02;50;5193643
17/11/2016;183,49;189,49;182,11;188,66;188,66;8;4723463
16/11/2016;182,65;184,73;181,21;183,93;183,93;101;3430255
15/11/2016;182,78;186,43;182,05;183,77;183,77;602;3894987
14/11/2016;188;188,25;178,19;181,45;181,45;2;6541499
11/11/2016;184,24;188,88;183;188,56;188,56;10;3983836
10/11/2016;191,05;191,61;180,42;185,35;185,35;100;6741199
9/11/2016;186,88;192;183,95;190,06;190,06;100;8156565
8/11/2016;193,79;197,49;191,26;194,94;194,94;200;3250380
7/11/2016;193,59;194,29;190,05;193,21;193,21;100;3846999
4/11/2016;189;193,46;185,96;190,56;190,56;10;5143805
3/11/2016;189;191,47;187,04;187,42;187,42;5;2644092
2/11/2016;190,05;192,7;187,51;188,02;188,02;10;4242035
1/11/2016;198,04;198,5;188,11;190,79;190,79;500;7018913
31/10/2016;202,49;202,49;195,81;197,73;197,73;31;4691264
28/10/2016;204;205,32;199,83;199,97;199,97;400;4268226
27/10/2016;211,34;213,7;201,65;204,01;204,01;15;13070958
26/10/2016;201;203,19;200,1;202,24;202,24;100;5313812
25/10/2016;202,9;204,69;201,2;202,34;202,34;25;2442117
24/10/2016;201;203,95;200,25;202,76;202,76;2;2747344
21/10/2016;198,6;201,57;197,41;200,09;200,09;5;2936577
20/10/2016;202,12;203;197,05;199,1;199,1;500;5069180
19/10/2016;199,74;206,66;198,06;203,56;203,56;1;6963676
18/10/2016;195,99;199,47;193,26;199,1;199,1;100;5676042
17/10/2016;197,05;198,39;192;193,96;193,96;500;4517256
14/10/2016;200,66;201,43;196,3;196,51;196,51;2;4264847
13/10/2016;200,5;200,9;197,05;200,24;200,24;10;2494940
12/10/2016;200,95;203,88;200,42;201,51;201,51;95;1968996
11/10/2016;201,85;202,2;198,31;200,1;200,1;100;2326429
10/10/2016;201,35;204,14;199,66;200,95;200,95;10;3311216
7/10/2016;201;201,32;195,8;196,61;196,61;9;3489352
6/10/2016;202,46;204,21;200,21;201;201;100;4697928
5/10/2016;212,24;213,15;208,12;208,46;208,46;100;1872445
4/10/2016;213,1;213,32;208,82;211,41;211,41;200;3536189
3/10/2016;212,3;215,67;208,25;213,7;213,7;100;5987952
30/9/2016;202,21;204,98;199,55;204,03;204,03;57;2580517
29/9/2016;205,6;207,33;200,58;200,7;200,7;2;2713924
28/9/2016;207,51;208,25;205,26;206,27;206,27;200;2079316
27/9/2016;209,65;209,98;204,61;205,81;205,81;2;3367885
26/9/2016;206,5;211;206,5;208,99;208,99;1000;2393271
23/9/2016;205,99;210,18;205,67;207,45;207,45;150;2903924
22/9/2016;206,4;207,28;203;206,43;206,43;100;2381469
21/9/2016;206,37;207;201,56;205,22;205,22;10;2630855
20/9/2016;206,85;207,75;203,91;204,64;204,64;20;2408543
19/9/2016;207;209,43;205;206,34;206,34;100;2298296
16/9/2016;200,42;205,7;199;205,4;205,4;100;3104066
15/9/2016;196,49;202,52;196,4;200,42;200,42;200;3082942
14/9/2016;195,75;197,92;194,86;196,41;196,41;490;2256143
13/9/2016;197,06;198,49;193,45;196,05;196,05;10;3583130
12/9/2016;195;201,37;194,1;198,3;198,3;150;3713724
9/9/2016;199,09;199,92;193,7;194,47;194,47;100;3753579
8/9/2016;199,55;199,89;196,36;197,36;197,36;25;3371978
7/9/2016;205,5;206,5;200,71;201,71;201,71;100;3637418
6/9/2016;199,02;203,25;199;202,83;202,83;207;4385730
2/9/2016;202,33;203,2;196,2;197,78;197,78;60;5968344
1/9/2016;209,01;211,1;200,5;200,77;200,77;10;7931416
31/8/2016;210,43;212,6;208,65;212,01;212,01;100;3274849
30/8/2016;216,11;216,11;210,52;211,34;211,34;90;3164212
29/8/2016;220,15;220,4;215;215,2;215,2;824;3260454
26/8/2016;222,14;222,86;218,82;219,99;219,99;100;2238062
25/8/2016;223,11;223,8;220,77;220,96;220,96;350;1759887
24/8/2016;227,05;227,15;222,22;222,62;222,62;250;2566922
23/8/2016;224,32;228,49;222,8;224,84;224,84;50;4747675
22/8/2016;224,17;225,11;222,68;222,93;222,93;1;2061692
19/8/2016;223,54;225,17;222,53;225;225;1000;1656366
18/8/2016;223,82;225,66;222,29;223,51;223,51;3;1699170
17/8/2016;224,33;224,83;222,8;223,24;223,24;305;1785773
16/8/2016;225,49;227,19;223,41;223,61;223,61;40;2250840
15/8/2016;226,02;229,5;224,93;225,59;225,59;95;2016994
12/8/2016;225,41;226,65;224,04;225,61;225,61;98;1811530
11/8/2016;226,17;227,57;223,41;224,91;224,91;100;1876549
10/8/2016;228,24;229,87;224,62;225,65;225,65;26589;2336481
9/8/2016;226,82;231,54;226,65;229,08;229,08;178;2199516
8/8/2016;228;229,6;226,09;226,16;226,16;10;2259432
5/8/2016;230;232;227,4;230,03;230,03;20;3189925
4/8/2016;225,69;230,86;222,05;230,61;230,61;100;4141902
3/8/2016;227,37;229,7;224,21;225,79;225,79;10;3801373
2/8/2016;229,37;229,87;221,4;227,2;227,2;50;3926897
1/8/2016;235,5;236,63;229,38;230,01;230,01;20;4012523
29/7/2016;230,7;235,28;230,24;234,79;234,79;25;3061550
28/7/2016;227,95;230,76;226,6;230,61;230,61;100;2415462
27/7/2016;229,34;233,36;226,92;228,49;228,49;1;2886977
26/7/2016;227,69;230;225,3;229,51;229,51;1;3427171
25/7/2016;222,27;231,39;221,37;230,01;230,01;100;4478938
22/7/2016;221,99;224,5;218,88;222,27;222,27;70;2570462
21/7/2016;226;227,85;219,1;220,5;220,5;100;4425756
20/7/2016;226,47;229,8;225;228,36;228,36;10;2555579
19/7/2016;225;229,1;224,75;225,26;225,26;20;3047424
18/7/2016;219,64;227,09;218,3;226,25;226,25;30;3394282
15/7/2016;222,52;222,75;219,64;220,4;220,4;200;2230536
14/7/2016;223,12;224,94;221,05;221,53;221,53;116;2653606
13/7/2016;225,5;225,59;220,29;222,53;222,53;24;3539800
12/7/2016;224,1;227,5;223,22;224,65;224,65;38;4573715
11/7/2016;219,96;226,78;219,51;224,78;224,78;10;5365394
8/7/2016;217,8;219,81;214,5;216,78;216,78;1;4065313
7/7/2016;213,1;218,12;213,01;215,94;215,94;5;3601225
6/7/2016;210;215,23;209;214,44;214,44;100;4909885
5/7/2016;209,73;214,54;208;213,98;213,98;15;5168595
1/7/2016;206,14;218,24;206;216,5;216,5;100;5395927
30/6/2016;212,97;213,5;209,02;212,28;212,28;100;4787291
29/6/2016;205,13;211,78;203;210,19;210,19;3;5981692
28/6/2016;201,89;204,05;199,41;201,79;201,79;10;6157573
27/6/2016;190,86;198,81;187,87;198,55;198,55;100;7211796
24/6/2016;190,05;195,12;189,73;193,15;193,15;90;6987474
23/6/2016;195,69;197,55;192,13;196,4;196,4;5;10098061
22/6/2016;199,47;205,95;195,75;196,66;196,66;87;23702790
21/6/2016;220,68;222,57;218,81;219,61;219,61;200;2643317
20/6/2016;219,5;223,75;218,23;219,7;219,7;3;3549768
17/6/2016;217,81;219,99;214,5;215,47;215,47;6;3102652
16/6/2016;217,42;218,04;213,5;217,93;217,93;600;2438692
15/6/2016;216,95;221,9;215,13;217,7;217,7;140;2904995
14/6/2016;218,88;222,2;212,53;214,96;214,96;50;3575793
13/6/2016;219,5;225,77;217,66;217,87;217,87;3;4187603
10/6/2016;227,39;227,97;218,42;218,79;218,79;42;5994348
9/6/2016;234,98;235,33;227,06;229,36;229,36;50;4450328
8/6/2016;233,8;240,85;232,61;235,52;235,52;400;5964833
7/6/2016;222,24;234,44;221,52;232,34;232,34;200;6193496
6/6/2016;218;220,9;215,45;220,68;220,68;50;2242483
3/6/2016;220;221,94;218,01;218,99;218,99;201;2226110
2/6/2016;219,59;219,91;217,11;218,96;218,96;200;2017246
31/5/2016;223,04;224,75;221,5;223,23;223,23;100;2786307
27/5/2016;224,99;225,93;220,75;223,04;223,04;100;3643592
26/5/2016;220,5;225,26;219,05;225,12;225,12;40;4066173
25/5/2016;217,91;221,36;216,51;219,58;219,58;100;3131279
24/5/2016;216,6;218,74;215,18;217,91;217,91;10;3009327
23/5/2016;219,87;222,6;215,86;216,22;216,22;115;5096041
20/5/2016;216,99;220,55;216,35;220,28;220,28;800;8994069
19/5/2016;213,62;216,79;207,3;215,21;215,21;175;6817412
18/5/2016;209,15;215,31;207,75;211,17;211,17;100;5548662
17/5/2016;209,05;209,82;204,02;204,66;204,66;100;2842028
16/5/2016;208,15;213,15;207,92;208,29;208,29;5;2945739
13/5/2016;207,78;211,2;206,7;207,61;207,61;35;2820608
12/5/2016;211,44;211,67;203,66;207,28;207,28;2040;3650065
11/5/2016;207,59;215,48;206,05;208,96;208,96;116;5159521
10/5/2016;207,55;209,47;205;208,69;208,69;30;4067973
9/5/2016;215,72;216,15;206,8;208,92;208,92;150;4771868
6/5/2016;210,87;216,37;208,11;214,93;214,93;5;5683540
5/5/2016;228,46;228,64;209,79;211,53;211,53;39;11247105
4/5/2016;230,29;234,46;220,4;222,56;222,56;50;8534668
3/5/2016;237,36;238,91;231,62;232,32;232,32;10;4294149
2/5/2016;241,5;243,19;234,82;241,8;241,8;180;3838833
29/4/2016;248,14;248,43;237,81;240,76;240,76;25;5402812
28/4/2016;249,85;253,43;247,44;247,71;247,71;200;2514757
27/4/2016;252,75;255;249,4;251,47;251,47;70;3198065
26/4/2016;252,05;255,73;249,39;253,74;253,74;50;3217741
25/4/2016;253,01;257,38;250,76;251,82;251,82;100;3664703
22/4/2016;248,89;254;245,71;253,75;253,75;100;3783126
21/4/2016;248,99;250,9;246,91;248,29;248,29;622;2775421
20/4/2016;246,26;253,66;241,5;249,97;249,97;200;5192143
19/4/2016;253,12;254,37;241,25;247,37;247,37;50;6350990
18/4/2016;252,23;258,31;251,66;253,88;253,88;14;4262716
15/4/2016;251,31;254,6;249,12;254,51;254,51;60;3748592
14/4/2016;253;256,84;251,05;251,86;251,86;100;4122220
13/4/2016;248,51;255,5;247,33;254,53;254,53;100;4921375
12/4/2016;249,5;251,8;243,63;247,82;247,82;9;5755031
11/4/2016;251;258,99;245,3;249,92;249,92;100;9155400
8/4/2016;260,5;260,82;248,02;250,07;250,07;20;7350792
7/4/2016;266,45;269,34;254,51;257,2;257,2;100;8844647
6/4/2016;253,97;267,74;253,45;265,42;265,42;150;11694538
5/4/2016;240,5;256,56;240;255,47;255,47;100;9929857
4/4/2016;249,12;252,12;243,64;246,99;246,99;150;13373857
1/4/2016;244,83;247,9;233,25;237,59;237,59;500;15979505
31/3/2016;229,34;237,42;225,01;229,77;229,77;100;7974189
30/3/2016;235,09;235,5;226,5;226,89;226,89;300;4025420
29/3/2016;229,89;232,38;225,33;230,13;230,13;15;4005639
28/3/2016;231,61;234,81;225;230,26;230,26;80;3878441
24/3/2016;215,78;228,89;215;227,75;227,75;100;4956104
23/3/2016;232,37;234,73;222,03;222,58;222,58;50;4935727
21/3/2016;232,74;0;0;232,74;232,74;200;44273
18/3/2016;229,1;233,79;228,06;233,48;233,48;100;3079277
17/3/2016;221,47;228,5;220;226,38;226,38;33;3766598
16/3/2016;218;222,58;217,02;221,93;221,93;16;3509704
15/3/2016;214,27;218,97;211,5;218,34;218,34;2;3133180
14/3/2016;212,65;216,72;210,64;215,15;215,15;500;4062304
11/3/2016;207,93;209,42;205,33;207,5;207,5;7;3296269
10/3/2016;210;213,29;200,67;205,18;205,18;100;5176852
9/3/2016;204,52;209,37;202,79;208,72;208,72;142;3156787
8/3/2016;203,5;207,5;202,2;202,6;202,6;100;4128042
7/3/2016;197,68;209,7;197,4;205,29;205,29;100;5326150
4/3/2016;198;204,03;197,5;201,04;201,04;400;6440706
3/3/2016;188,28;197,42;184,22;195,74;195,74;10;4815244
2/3/2016;183,73;188,52;181,5;188,34;188,34;18;4829166
1/3/2016;194,25;195,95;182,7;186,35;186,35;100;6686348
29/2/2016;192,4;196,35;189,22;191,93;191,93;404;4467274
26/2/2016;188,7;192;185;190,34;190,34;189;6046818
25/2/2016;178,65;188,52;175,2;187,43;187,43;100;5719964
24/2/2016;172,75;179,5;167,84;179;179;52;5379281
23/2/2016;176,16;181,73;173,68;177,21;177,21;65;5966717
22/2/2016;170,12;178,91;169,85;177,74;177,74;200;5050696
19/2/2016;163,66;167,49;162,5;166,58;166,58;100;2952480
18/2/2016;172,42;172,95;164,77;166,77;166,77;100;3784996
17/2/2016;159;169,34;156,68;168,68;168,68;100;5803005
16/2/2016;158,7;162,95;154,11;155,17;155,17;170;5555303
12/2/2016;155;157,01;143,7;151,04;151,04;100;7197667
11/2/2016;152;163,26;147;150,47;150,47;20;14184335
10/2/2016;150,5;154,97;141,74;143,67;143,67;100;8711751
9/2/2016;142,32;159,79;141,05;148,25;148,25;50;8554647
8/2/2016;157,11;157,15;146;147,99;147,99;100;9295865
5/2/2016;171,3;173;157,74;162,6;162,6;19200;9426070
4/2/2016;170,7;175,98;166,99;175,33;175,33;100;4359848
3/2/2016;183,59;183,94;170,18;173,48;173,48;50;7793227
2/2/2016;192,42;193,12;180,23;182,78;182,78;31;5758455
1/2/2016;188,76;199,52;182,75;196,94;196,94;10;5291688
29/1/2016;189,95;193,74;188,08;191,2;191,2;30;2832179
28/1/2016;190,79;191,28;182,41;189,64;189,64;100;4545434
27/1/2016;192,38;193,26;185,77;188,07;188,07;1000;3562749
26/1/2016;196,7;197,82;188,88;193,56;193,56;16;4945303
25/1/2016;200,06;203,57;195,88;196,38;196,38;100;2693575
22/1/2016;204,8;205,5;199,03;202,55;202,55;20;3113668
21/1/2016;201,55;203,23;195,02;199,97;199,97;5;3161948
20/1/2016;199,4;201,28;191,25;198,7;198,7;100;5815897
19/1/2016;208,71;210,47;200,78;204,72;204,72;17;3964498
15/1/2016;198,97;205,07;197,25;204,99;204,99;160;5180787
14/1/2016;202,21;210;193,38;206,18;206,18;15;6446974
13/1/2016;212,01;212,65;200;200,31;200,31;20;4038586
12/1/2016;211,6;213,74;205,31;209,97;209,97;3250;3073841
11/1/2016;214,01;214,45;203;207,85;207,85;240;4074849
8/1/2016;217,86;220,44;210,77;211;211;90;3569566
7/1/2016;214,19;218,44;213,67;215,65;215,65;279;3457560
6/1/2016;220;220,05;215,98;219,04;219,04;100;3748377
5/1/2016;226,36;226,89;220;223,43;223,43;9;3184452
4/1/2016;230,72;231,38;219;223,41;223,41;100;6815147
31/12/2015;238,51;243,45;238,37;240,01;240,01;100;2681696
30/12/2015;236,6;243,63;235,67;238,09;238,09;40;3693791
29/12/2015;230,06;237,72;229,55;237,19;237,19;40;2383115
28/12/2015;231,49;231,98;225,54;228,95;228,95;130;1900101
24/12/2015;230,56;231,88;228,28;230,57;230,57;342;710277
23/12/2015;232,18;233,45;228,13;229,7;229,7;8;1517440
22/12/2015;234,99;236,55;229,63;229,95;229,95;100;1957871
21/12/2015;231,69;235,83;231,08;232,56;232,56;61;1942577
18/12/2015;232,89;235,9;229,29;230,46;230,46;100;2963067
17/12/2015;233,94;237,76;229,81;233,39;233,39;50;3290193
16/12/2015;222,1;234,88;220,73;234,51;234,51;1214;5077981
15/12/2015;221,82;222,22;218;221,09;221,09;540;2238459
14/12/2015;217,51;220,92;214,87;218,58;218,58;6;2826968
11/12/2015;225,24;225,75;216,64;217,02;217,02;1600;3249588
10/12/2015;224,71;228,49;223,64;227,07;227,07;16;2061580
9/12/2015;226,7;227,5;220,72;224,52;224,52;100;3050858
8/12/2015;227,52;228,8;224,2;226,72;226,72;40;2682085
7/12/2015;227,7;235,63;226,15;231,13;231,13;2300;3137285
4/12/2015;232,46;233,27;227,66;230,38;230,38;72;2550276
3/12/2015;235,48;237,45;230;232,71;232,71;380;2936254
2/12/2015;237;238,6;231,23;231,99;231,99;4;2972697
1/12/2015;231,06;238;231,05;237,19;237,19;50;3727223
30/11/2015;231,79;234,28;229,08;230,26;230,26;200;2569403
27/11/2015;231,06;232,25;227,01;231,61;231,61;88;1948987
25/11/2015;221,34;230,83;220,38;229,64;229,64;20;3984037
24/11/2015;215,37;215,9;215;215,32;215,32;50;61947
23/11/2015;217,35;219,18;214,68;217,75;217,75;100;2524844
20/11/2015;223,49;225;213,58;220,01;220,01;25;4387460
19/11/2015;220,54;226,19;220,3;221,8;221,8;61;2499188
18/11/2015;214,5;221,38;212,52;221,07;221,07;70;2804453
17/11/2015;215,2;216;211,4;214;214;60;2142760
16/11/2015;206,09;214,98;205,8;214,31;214,31;48;2913649
13/11/2015;212,95;212,99;206,52;207,19;207,19;6;3411933
12/11/2015;217,85;219;212,66;212,94;212,94;14;2909379
11/11/2015;217,77;219,48;213,63;219,08;219,08;1;3334936
10/11/2015;223,48;223,7;216,08;216,5;216,5;70;4567451
9/11/2015;232,99;232,99;224,31;225,33;225,33;84;3843381
6/11/2015;230,7;233,36;229,5;232,36;232,36;500;2441786
5/11/2015;230,58;234,58;229,19;231,77;231,77;7;4493258
4/11/2015;227;232,74;225,2;231,63;231,63;100;12704357
3/11/2015;213,85;214,44;207,75;208,35;208,35;10;6843212
2/11/2015;208,92;215,8;207,22;213,79;213,79;200;3918549
30/10/2015;210,4;211,63;203,89;206,93;206,93;100;4429423
29/10/2015;211,75;213,75;210,64;211,63;211,63;20;1792907
28/10/2015;211,31;213,45;208,3;212,96;212,96;50;2674225
27/10/2015;214,84;217,1;207,51;210,35;210,35;141;3512760
26/10/2015;211,38;215,88;210;215,26;215,26;40;3387813
23/10/2015;215;215,35;207,69;209,09;209,09;50;4224034
22/10/2015;211,56;215,75;209,4;211,72;211,72;35;2812706
21/10/2015;211,99;214,81;208,8;210,09;210,09;19;4177556
20/10/2015;227,72;228,6;202;213,03;213,03;100;14876213
19/10/2015;226,5;231,15;224,94;228,1;228,1;5851;2505177
16/10/2015;223,04;230,48;222,87;227,01;227,01;100;4325736
15/10/2015;216,43;221,73;213,7;221,31;221,31;44;2835920
14/10/2015;220,67;220,95;215,43;216,88;216,88;300;3094330
13/10/2015;213,28;222,52;211,13;219,25;219,25;200;5167262
12/10/2015;222,99;223;215,27;215,58;215,58;10;3813962
9/10/2015;220,93;224,37;218,36;220,69;220,69;70;6152958
8/10/2015;230,08;230,72;221,31;226,72;226,72;96;6124809
7/10/2015;236,63;237,7;229,12;231,96;231,96;25;6804313
6/10/2015;240;243,03;235,58;241,46;241,46;15;5234604
5/10/2015;248,84;249,84;244,13;246,15;246,15;200;3684465
2/10/2015;235,6;247,7;234,93;247,57;247,57;100;4404765
1/10/2015;247,51;248,5;237,13;239,88;239,88;376;4568206
30/9/2015;252;252,4;242,34;248,4;248,4;20;4924951
29/9/2015;250,46;254,73;245,46;246,65;246,65;100;3695854
28/9/2015;257,35;259,79;246,61;248,43;248,43;50;4892813
25/9/2015;266,61;266,91;256,15;256,91;256,91;24;3771346
24/9/2015;259,53;263,45;256,21;263,12;263,12;29;3442642
23/9/2015;261,95;262,08;257,58;261,06;261,06;50;2596950
22/9/2015;259,03;262,65;255,87;260,94;260,94;200;3660443
21/9/2015;263,98;271,57;255,8;264,2;264,2;100;6113715
18/9/2015;257,96;263,82;257,5;260,62;260,62;126;3759544
17/9/2015;263,96;265,5;260,69;262,07;262,07;28;3574985
16/9/2015;253,04;262,88;252,88;262,25;262,25;180;4405306
15/9/2015;252,75;254,6;249,5;253,57;253,57;6;2931602
14/9/2015;251,1;254,25;249,67;253,19;253,19;300;2885610
11/9/2015;247,64;250,24;244,73;250,24;250,24;10;2346702
10/9/2015;247,23;250,72;245,33;248,48;248,48;200;2706687
9/9/2015;252,05;254,25;248,3;248,91;248,91;100;3384981
8/9/2015;245,05;249,16;244,05;248,17;248,17;30;3129275
4/9/2015;240,89;244,09;238,2;241,93;241,93;200;3687296
3/9/2015;252,06;252,08;245;245,57;245,57;35;4179978
2/9/2015;245,3;247,88;239,78;247,69;247,69;70;4590477
1/9/2015;240,34;246;236,97;238,63;238,63;75;5443747
