Fecha Cotización;Apertura;Máximo;Mínimo;Cierre;Cierre ajustado;Volumen Monto;Volumen Nominal
30/8/2024;208,63;214,56;207,03;214,29;214,29;6576345,81;45490831
29/8/2024;209,8;214,89;205,98;206,18;206,18;254838,48;0
28/8/2024;209,72;211,83;202,6;205,65;205,65;3295335,6;0
27/8/2024;213,25;215,62;206,95;209,33;209,33;6369074,58;0
26/8/2024;218,75;219,08;211,03;213,15;213,15;7559577,9;0
23/8/2024;214,46;221,46;214,23;220,28;220,28;6813700,96;1739827
22/8/2024;223,82;224,77;210,56;210,72;210,72;6450139,2;0
21/8/2024;222,67;224,66;218,9;223,16;223,16;3634160,6;0
20/8/2024;224,88;228,21;219,58;221,55;221,55;400119,3;0
19/8/2024;217,07;222,98;214,12;222,79;222,79;1376173,83;0
16/8/2024;211,15;219,78;210,8;216,2;216,2;4175038,2;2800456
15/8/2024;205,02;215,87;204,82;213,95;213,95;624947,95;0
14/8/2024;207,39;208,36;198,77;201,52;201,52;4431827,84;0
13/8/2024;198,47;208,45;197,1;208,03;208,03;10728523,16;0
12/8/2024;199,02;199,16;194,67;197,33;197,33;777480,2;0
9/8/2024;197,05;200,88;195,16;200,05;200,05;1310127,45;1904169
8/8/2024;195,7;200,7;192,09;198,82;198,82;11753045,48;0
7/8/2024;200,77;203,47;191,57;191,64;191,64;5823364,68;0
6/8/2024;200,75;202,9;192,73;200,35;200,35;10152736,25;0
5/8/2024;185,22;203,88;182;199,03;199,03;5064517,38;0
2/8/2024;214,88;216,08;205,78;207,68;207,68;13394113,92;3989512
1/8/2024;227,69;231,83;214,35;216,82;216,82;4879100,46;0
31/7/2024;227,9;234,67;226,97;231,81;231,81;10063799,34;0
30/7/2024;232,25;232,41;220,01;223,08;223,08;6939349,56;0
29/7/2024;224,9;234,25;224,7;232;232;10068104;0
26/7/2024;221,19;222,25;215,34;219,62;219,62;1757838,48;2901133
25/7/2024;216,8;225,98;216,23;220,8;220,8;11734857,6;0
24/7/2024;225,42;225,98;214,71;216,77;216,77;324938,23;0
23/7/2024;253,6;255,73;245,67;246,68;246,68;13188992,88;0
22/7/2024;244,21;253,2;243,75;251,48;251,48;14995752,4;0
19/7/2024;247,79;249,01;236,84;239,41;239,41;15121614,42;2612648
18/7/2024;251,09;257,12;247,2;248,78;248,78;1296143,8;0
17/7/2024;252,73;258,46;246,18;249,01;249,01;1353120,34;0
16/7/2024;255,31;258,59;245,87;256,42;256,42;15262374,82;0
15/7/2024;255,97;265,56;251,77;252,68;252,68;894487,2;0
12/7/2024;235,8;251,82;233,34;248,24;248,24;12381218,24;7307749
11/7/2024;263,3;270,92;239,67;241,46;241,46;6861810,28;0
10/7/2024;262,8;267,59;257,9;263,55;263,55;11331068,7;0
9/7/2024;251;265,56;250,31;261,75;261,75;13105014,4;0
8/7/2024;247,71;259,43;244,58;252,87;252,87;6397611;0
5/7/2024;249,81;252,33;242,47;251,27;251,27;12061713,81;9497838
3/7/2024;234,56;248,34;234,23;246,07;246,07;4715685,48;12877955
2/7/2024;218,89;231,14;218,1;230,98;230,98;8060103,6;0
1/7/2024;201,02;213,22;200,85;209,51;209,51;12979354,01;0
28/6/2024;199,55;203,2;195,28;197,79;197,79;6671258,91;2861087
27/6/2024;195,17;198,72;194,12;197,35;197,35;8857660,05;0
26/6/2024;186,54;197,75;186,36;196,4;196,4;1654866,4;0
25/6/2024;184,4;187,96;182,04;187,32;187,32;1825058,76;0
24/6/2024;184,97;188,37;182,6;182,68;182,68;10670886,84;0
21/6/2024;182,3;183,94;180,7;183;183;4682970;4530868
20/6/2024;184,68;185,17;179,68;181,47;181,47;4961752,74;0
18/6/2024;186,56;187,16;182,37;184,88;184,88;5705211,92;2613474
17/6/2024;177,92;188,8;177,15;187,41;187,41;8058630;0
14/6/2024;185,8;186;176,92;177,99;177,99;2933453,19;4010820
13/6/2024;188,39;191,08;181,3;182,41;182,41;7263018,97;0
12/6/2024;171,12;180,54;169,82;177,36;177,36;4192967,76;2946776
11/6/2024;173,92;174,74;167,43;170,55;170,55;10136809,8;0
10/6/2024;176,06;178,56;173,18;173,87;173,87;2112172,76;0
7/6/2024;176,13;179,33;175,58;177,49;177,49;9063704,34;1737727
6/6/2024;174,6;179,71;172,74;178,05;178,05;8095399,35;0
5/6/2024;175,35;176,15;172,13;175,02;175,02;407971,62;0
4/6/2024;174,78;177,75;174,01;174,82;174,82;9448846,18;0
3/6/2024;178,13;182,59;174,49;176,25;176,25;11182886,25;0
31/5/2024;178,5;180,31;173,82;178;178;11454300;1335503
30/5/2024;178,58;182,67;175,4;178,71;178,71;612260,46;0
29/5/2024;174,19;178,14;174;176,32;176,32;5117688;0
28/5/2024;176,4;178,25;173,16;176,67;176,67;80738,19;0
24/5/2024;174,84;180,08;173,74;179,29;179,29;5267002,33;1315692
23/5/2024;181,8;181,9;173,28;173,9;173,9;5733830,8;0
22/5/2024;182,85;183,8;178,12;179,9;179,9;6590996,3;0
21/5/2024;175,51;186,87;174,71;186,52;186,52;11678576,76;0
20/5/2024;177,56;177,75;173,53;174,98;174,98;5773640,08;0
17/5/2024;173,55;179,62;172,75;177,54;177,54;10150139,34;16408239
16/5/2024;174,1;175,79;171,43;174,86;174,86;1031324,28;0
15/5/2024;179,9;180;173,12;174,02;174,02;7159008,78;0
14/5/2024;174,5;179,48;174,09;177,67;177,67;10036755,97;0
13/5/2024;170;175,4;169,03;171,89;171,89;6303893,86;0
10/5/2024;173,05;173,06;167,77;168,64;168,64;5229863,68;31012
9/5/2024;175,01;175,6;171,37;172;172;7771820;0
8/5/2024;171,59;176,05;170,17;174,7;174,7;2478818,3;0
7/5/2024;182,4;183,26;177,4;177,93;177,93;8618217,48;0
6/5/2024;183,8;187,55;182,21;184,77;184,77;4972345,47;0
3/5/2024;182,1;184,76;178,44;181,22;181,22;6456143,72;35626
2/5/2024;182,86;184,6;176,02;180,57;180,57;9994188,36;0
1/5/2024;182;185,85;179,01;180,65;180,65;3750474,65;0
30/4/2024;186,98;190,95;182,85;183,55;183,55;6024294,55;0
29/4/2024;188,42;198,87;184,54;193,96;193,96;1192078,16;0
26/4/2024;168,85;172,11;166,38;168,33;168,33;7410223,26;44022
25/4/2024;158,96;170,86;158,37;170,2;170,2;6280720,4;0
24/4/2024;162,84;167,97;157,53;161,95;161,95;1240051,15;0
23/4/2024;143,33;147,24;141,12;144,75;144,75;286605;0
22/4/2024;140,56;144,42;138,8;141,97;141,97;5506306,45;0
19/4/2024;148,97;150,94;146,24;147,1;147,1;5588770,3;37993
18/4/2024;151,25;152,2;148,7;149,99;149,99;4692887,12;0
17/4/2024;157,64;158,3;153,78;155,52;155,52;6401203,2;0
16/4/2024;156,74;158,18;153,78;157,12;157,12;9413687,68;0
15/4/2024;170,24;170,69;161,56;161,61;161,61;4829714,85;0
12/4/2024;172,34;173,6;170,37;171,07;171,07;10663306,31;62333
11/4/2024;172,55;175,88;168,52;174,86;174,86;8624270,06;0
10/4/2024;173,04;174,93;170,01;171,91;171,91;7319755,89;0
9/4/2024;172,91;179,2;171,95;176,78;176,78;7027712,12;0
8/4/2024;169,34;174,5;167,79;172,91;172,91;11126239,77;0
5/4/2024;169,08;170,85;160,52;164,97;164,97;473463,9;2870
4/4/2024;170,07;177,18;168,02;171,04;171,04;7969950,88;0
3/4/2024;164,02;168,81;163,28;168,26;168,26;5063279,92;0
2/4/2024;177,45;179,51;175,32;175,95;175,95;0;0
1/4/2024;177,45;179,51;175,32;175,95;175,95;0;0
28/3/2024;177,45;179,51;175,32;175,95;175,95;7289432,55;41429
27/3/2024;181,41;181,9;176,01;179,76;179,76;4391536,8;0
26/3/2024;178,58;184,24;177,41;177,49;177,49;8554308,04;0
25/3/2024;168,76;175,22;168,73;172,65;172,65;1893970,5;0
22/3/2024;166,69;171,18;166,3;170,81;170,81;3742447,1;21910
21/3/2024;176,39;178,17;171,81;172,91;172,91;3594453,08;0
20/3/2024;173;176,23;170,82;175,59;175,59;6072253,38;0
19/3/2024;172,36;172,78;167,44;171,37;171,37;4726727,34;0
18/3/2024;170,02;174,7;165,9;173,74;173,74;1996272,6;0
15/3/2024;163,16;165,18;160,77;163,51;163,51;7465049,05;45655
14/3/2024;167,77;171,16;160,52;162,45;162,45;6374375,55;0
13/3/2024;173,05;176,05;169,15;169,5;169,5;6615585;0
12/3/2024;177,77;179,4;172,42;177,52;177,52;6571435,36;0
11/3/2024;175,45;182,87;174,8;177,76;177,76;5279116,48;0
8/3/2024;181,5;182,73;174,71;175,5;175,5;11201112;63824
7/3/2024;174,35;180;173,72;178,67;178,67;4862004,18;0
6/3/2024;179,99;181,53;173,71;176,41;176,41;954335,5;0
5/3/2024;183,05;184,58;177,57;180,8;180,8;7113184,35;0
4/3/2024;198,73;199,76;186,72;188,25;188,25;7853666,8;0
1/3/2024;200,52;204,51;198,5;202,77;202,77;12404454,75;61175
29/2/2024;204,18;205,25;198,46;201,92;201,92;6393692,1;0
28/2/2024;200,42;205,3;198,45;202,02;202,02;3177887,86;0
27/2/2024;204,04;205,6;198,27;199,76;199,76;2145360,9;0
26/2/2024;192,29;201,78;192;199,37;199,37;1242032,26;0
23/2/2024;195,31;197,56;191,76;192,43;192,43;12588193,31;65417
22/2/2024;194;197,99;191,37;197,35;197,35;10039058,7;0
21/2/2024;193,36;199,44;191,97;194,7;194,7;3064363,96;0
20/2/2024;196,13;198,55;189,14;193,69;193,69;2494958,76;0
16/2/2024;202,06;203,17;197,4;199,9;199,9;8316839,5;41605
15/2/2024;189,16;199,54;188,88;199,54;199,54;6058832,56;30364
14/2/2024;185,3;188,33;183,38;188,23;188,23;11047595,16;58692
13/2/2024;183,99;187,26;182,11;182,65;182,65;3298293,7;18058
12/2/2024;192,11;194,71;187,3;188,52;188,52;8551832,76;45363
9/2/2024;190,18;194,12;189,52;192,45;192,45;12405904,35;64463
8/2/2024;189;191,61;185,58;189,33;189,33;2045142,66;10802
7/2/2024;188,18;189,79;182,68;188,72;188,72;3583415,36;18988
6/2/2024;177,21;186,48;177,11;184,08;184,08;3502306,08;19026
5/2/2024;184,26;184,68;175,01;180,22;180,22;11013424,42;61111
2/2/2024;185,04;188,67;182,21;187,97;187,97;3459399,88;18404
1/2/2024;188,5;189,87;184,28;188,54;188,54;1941962;10300
31/1/2024;187;193,96;185,87;188,23;188,23;10675276,22;56714
30/1/2024;195,33;196,33;190,61;191,85;191,85;3330429,2;17360
29/1/2024;185,63;191,44;183,69;183,25;183,25;11265946,12;0
26/1/2024;185,5;186,48;182,11;182,91;182,91;3482789,31;19041
25/1/2024;189,7;192,78;180,06;182,87;182,87;9088273,26;49698
24/1/2024;211,88;212,72;206,78;207,99;207,99;9980816,13;47987
23/1/2024;211,3;215,63;207,76;208,73;208,73;11850854,48;56776
22/1/2024;212,26;217,78;206,28;209,25;209,25;6155298;29416
19/1/2024;209,99;213,08;207,56;211,07;211,07;6960455,39;32977
18/1/2024;216,88;217,45;208,74;211,17;211,17;12928249,74;61222
17/1/2024;214,86;215,45;212,02;214,85;214,85;11492541,35;53491
16/1/2024;215,1;223,49;212,2;219,58;219,58;8427260,82;38379
12/1/2024;220,08;225,32;217,16;218,77;218,77;12996469,39;59407
11/1/2024;230,57;230,89;225,37;227,49;227,49;14103470,04;61996
10/1/2024;235,1;235,48;231,29;233,47;233,47;8645627,57;37031
9/1/2024;238,11;238,94;232,04;234,78;234,78;11387769,12;48504
8/1/2024;236,14;241,15;235,33;240,9;240,9;11968393,8;49682
5/1/2024;236,86;240,1;235;237,27;237,27;8179645,98;34474
4/1/2024;239,25;242,67;237,73;239,78;239,78;7011886,54;29243
3/1/2024;244,98;245,37;236,33;239,23;239,23;3580316,18;14966
2/1/2024;250,08;251,24;244,54;246,53;246,53;13430707,87;54479
29/12/2023;255,1;255,19;247,45;249,8;249,8;13795205;55225
28/12/2023;263,66;265,11;252,71;254,09;254,09;6719410,05;26445
27/12/2023;258,35;263,34;257,52;261,1;261,1;4838966,3;18533
26/12/2023;254,49;257,96;252,93;256,84;256,84;12840715,8;49995
22/12/2023;256,76;258,22;251,39;252,96;252,96;15932938,56;62986
21/12/2023;251,9;254,79;248,55;254,33;254,33;5125766,82;20154
20/12/2023;256,41;259,84;247,3;248,9;248,9;756407,1;3039
19/12/2023;253,48;258,32;253,01;256,38;256,38;14520081,3;56635
18/12/2023;253,78;258,74;251,53;251,71;251,71;6919256,19;27489
15/12/2023;251,21;253,67;248,34;252,3;252,3;2373890,7;9409
14/12/2023;241,22;253,88;240,79;251,21;251,21;15248195,79;60699
13/12/2023;234,19;240,3;228,22;238,1;238,1;4073414,8;17108
12/12/2023;238,55;238,99;233,89;236,59;236,59;13041787,16;55124
11/12/2023;242,74;243,41;237,48;239,63;239,63;8675564,52;36204
8/12/2023;240,27;245,27;239,29;243,64;243,64;13550769,52;55618
7/12/2023;241,55;244,08;236,99;241,6;241,6;1093964,8;4528
6/12/2023;242,92;246,55;239,77;240,27;240,27;8028622,05;33415
5/12/2023;233,87;246,66;233,7;239,03;239,03;4732794;19800
4/12/2023;235,75;239,36;233,3;235,92;235,92;8655432,96;36688
1/12/2023;233,14;240,18;231,92;238,52;238,52;12083423,2;50660
30/11/2023;245,14;245,22;238,24;239,77;239,77;3231620,06;13478
29/11/2023;249,21;252,74;242,76;243,46;243,46;6578532,66;27021
28/11/2023;236,68;246,43;234,02;245,95;245,95;1440037,25;5855
27/11/2023;236,89;238,33;232,1;237,02;237,02;9278858,96;39148
24/11/2023;233,75;238,75;232,38;235,48;235,48;5583937,24;23713
22/11/2023;242,04;244,01;231,4;233,48;233,48;14528759,96;62227
21/11/2023;235,04;243,6;233,36;241,23;241,23;1486459,26;6162
20/11/2023;234,04;236,77;231,02;236,56;236,56;5896731,12;24927
17/11/2023;232;237,38;226,56;234,41;234,41;11676899,74;49814
16/11/2023;239,49;240,86;230,97;233,15;233,15;10118476,85;43399
15/11/2023;239,29;246,69;236,45;243,93;243,93;5015444,73;20561
14/11/2023;235,03;237,98;230,73;237,72;237,72;13484429,28;56724
13/11/2023;215,6;225,4;211,63;223,85;223,85;1471589,9;6574
10/11/2023;210,03;215,37;205,7;214,42;214,42;13481014,24;62872
9/11/2023;219,75;220,8;206,7;208,97;208,97;11445704,84;54772
8/11/2023;223,15;224,13;217,65;221,96;221,96;8618262,88;38828
7/11/2023;219,98;222,92;215,74;222,75;222,75;1114641;5004
6/11/2023;219,96;226,3;0;218;218;7357718;33751
3/11/2023;221,15;226,34;218,41;219,8;219,8;5932841,6;26992
2/11/2023;212,97;219,19;211,5;218,49;218,49;12732504,75;58275
1/11/2023;204,04;205,98;197,88;205,51;205,51;9143550,92;44492
31/10/2023;196,12;202,8;194,1;200,84;200,84;10967872,4;54610
30/10/2023;209,28;210,84;194,68;197,3;197,3;9663359,4;48978
27/10/2023;210,6;212,37;205,77;207,1;207,1;9234796,1;44591
26/10/2023;211,32;214,79;204,9;205,91;205,91;5934943,93;28823
25/10/2023;215,88;220,07;212,2;212,37;212,37;1024472,88;4824
24/10/2023;216,5;222,02;214,11;216,51;216,51;3119909,1;14410
23/10/2023;210;216,9;202,51;212,05;212,05;13023474,85;61417
20/10/2023;217,01;218,64;210,46;212,04;212,04;733658,4;3460
19/10/2023;225,95;230,6;216,79;220,43;220,43;3428788,65;15555
18/10/2023;252,7;254,5;242,1;242,69;242,69;4540729,9;18710
17/10/2023;250,1;257,17;247,1;254,62;254,62;568821,08;2234
16/10/2023;250,05;255,39;248,48;254,02;254,02;3048748,04;12002
13/10/2023;258,9;259,56;250,23;251,14;251,14;11241277,54;44761
12/10/2023;262,92;265,4;256,65;258,92;258,92;14715977,12;56836
11/10/2023;266,2;268,6;260,9;263,01;263,01;11953804,5;45450
10/10/2023;257,75;268,92;257,65;263,64;263,64;2819629,8;10695
9/10/2023;255,31;261,35;252,05;259,34;259,34;16410257,18;63277
6/10/2023;253,98;261,65;250,66;260,52;260,52;16845223,2;64660
5/10/2023;260;263,58;256,25;260,11;260,11;11430533,95;43945
4/10/2023;248,14;261,83;247,6;261,28;261,28;6683803,68;25581
3/10/2023;248,61;250,01;244,46;246,57;246,57;9869457,39;40027
2/10/2023;244,81;254,28;242,62;251,57;251,57;7617791,17;30281
28/9/2023;240,02;247,54;238,64;246,91;246,91;12518830,82;50702
27/9/2023;244,26;245,33;234,58;240,25;240,25;708257;2948
26/9/2023;242,98;249,54;241,68;244,22;244,22;3232251,7;13235
25/9/2023;243,38;247,07;238,32;247,02;247,02;7494833,82;30341
22/9/2023;257,4;257,76;244,5;245,06;245,06;10850276,56;44276
21/9/2023;257,85;260,82;254,21;255,72;255,72;5151479,4;20145
20/9/2023;267,04;273,93;262,58;262,76;262,76;6300722,04;23979
19/9/2023;264,35;267,82;261,2;266,4;266,4;16237346,4;60951
18/9/2023;271,16;271,44;263,77;265,28;265,28;16560634,56;62427
15/9/2023;277,55;278,98;271,02;274,3;274,3;3557671;12970
14/9/2023;271,32;276,7;270,47;276,19;276,19;98876,02;358
13/9/2023;270,07;274,97;268,13;270,82;270,82;12114591,06;44733
12/9/2023;270,76;278,37;266,6;267,37;267,37;6741467,18;25214
11/9/2023;264,27;274,84;260,65;273,61;273,61;1841942,52;6732
8/9/2023;251,22;256,51;246,69;248,57;248,57;3268944,07;13151
7/9/2023;245,07;252,8;243,27;251,59;251,59;8183719,52;32528
6/9/2023;255,14;255,35;245,09;251,93;251,93;6661029,2;26440
5/9/2023;245;258;244,86;256,58;256,58;3354526,92;13074
1/9/2023;257,26;259,01;242,53;244,96;244,96;4691228,96;19151
31/8/2023;255,98;261,13;255,06;258,3;258,3;3233657,7;12519
30/8/2023;254,2;260,51;250,6;257,27;257,27;14753919,96;57348
29/8/2023;238,58;257,15;237,8;257,04;257,04;2921516,64;11366
28/8/2023;242,58;244,37;235,35;238,78;238,78;2309002,6;9670
25/8/2023;231,31;239;230,37;238,65;238,65;3003648,9;12586
24/8/2023;238,66;238,92;228,19;230,51;230,51;4127512,06;17906
23/8/2023;229,34;238,95;229,29;236,81;236,81;2496214,21;10541
22/8/2023;240,25;240,82;229,56;233,14;233,14;14255345,3;61145
21/8/2023;221,55;232,12;220,63;231,22;231,22;7263313,86;31413
18/8/2023;214,12;217,56;212,37;215,57;215,57;4385771,65;20345
17/8/2023;226,06;226,68;218,83;219,56;219,56;10215248,56;46526
16/8/2023;228,02;233,86;225,45;225,56;225,56;11643181,64;51619
14/8/2023;235,7;240,65;233,79;239,67;239,67;9685783,71;40413
11/8/2023;241,77;243,79;238,2;242,47;242,47;11397302,35;47005
10/8/2023;245,4;251,8;243;245,46;245,46;10784285,1;43935
9/8/2023;250,87;251,1;241,97;241,97;241,97;9823982;40600
8/8/2023;247,45;250,91;245,02;249,73;249,73;9079433,61;36357
7/8/2023;251,45;253,65;242,77;251,31;251,31;9470868,66;37686
3/8/2023;252,04;260,49;252;259,46;259,46;12052435,92;46452
2/8/2023;255,57;259,49;250,5;254,47;254,47;7218550,49;28367
1/8/2023;266,26;266,47;260,27;261,16;261,16;483146;1850
31/7/2023;267,48;269,08;263,8;267,27;267,27;12317405,22;46086
28/7/2023;259,86;267,23;258,28;266,52;266,52;15960550,2;59885
27/7/2023;268,31;269,13;255,3;255,86;255,86;230529,86;901
26/7/2023;263,25;268,04;261,77;264,29;264,29;14101721,53;53357
25/7/2023;272,38;272,89;265;265,4;265,4;5347279,2;20148
24/7/2023;255,85;269,84;254,13;269,01;269,01;9686243,07;36007
21/7/2023;268;268;255,81;259,97;259,97;15052233,47;57901
20/7/2023;279,56;280,89;261,2;263;263;777954;2958
19/7/2023;296,04;299,28;289,55;291,11;291,11;18849372,5;64750
18/7/2023;290,15;295,25;286,01;293,41;293,41;11750777,09;40049
17/7/2023;286,63;292,22;283,64;290,37;290,37;12169697,07;41911
14/7/2023;277,01;285,29;276,33;281,02;281,02;4633457,76;16488
13/7/2023;274,59;279,45;270,61;277,91;277,91;7230940,29;26019
12/7/2023;276,33;276,52;271,47;271,93;271,93;16845519,64;61948
11/7/2023;268,65;270,89;266,39;269,78;269,78;635062,12;2354
10/7/2023;276,47;277,5;265,1;269,59;269,59;5471598,64;20296
7/7/2023;278,43;280,78;273,78;274,37;274,37;7465058,96;27208
6/7/2023;278,09;279,97;272,9;276,56;276,56;8720213,36;31531
5/7/2023;278,82;283,84;277,61;282,5;282,5;7457435;26398
3/7/2023;276,49;284,25;275,12;278,51;278,51;15333646,56;55056
30/6/2023;260,6;264,43;259,9;261,95;261,95;2907906,95;11101
29/6/2023;258,03;260,73;253,66;257,49;257,49;1221790,05;4745
28/6/2023;249,7;259,87;248,9;256,25;256,25;13366256,25;52161
27/6/2023;243,24;250,35;240,9;250,25;250,25;14448395,57;57737
26/6/2023;250,07;258,37;240,8;240,91;240,91;5048269,05;20955
23/6/2023;259,29;262,43;252,82;256,63;256,63;16520299,62;64374
22/6/2023;250,77;265;248,3;264,7;264,7;8514604,9;32167
21/6/2023;275,13;276,94;257,8;259,31;259,31;14946628,4;57640
20/6/2023;261,5;274,75;261,12;274,48;274,48;2420090,16;8817
16/6/2023;258,92;263,6;257,21;260,35;260,35;14175016,1;54446
15/6/2023;248,4;258,93;247,3;255,9;255,9;9891302,7;38653
14/6/2023;260,17;261,56;250,5;256,68;256,68;13728786,48;53486
13/6/2023;253,51;259,65;251,38;258,72;258,72;12414161,76;47983
12/6/2023;247,94;250,95;244,59;249,66;249,66;1230574,14;4929
9/6/2023;249,07;252,38;242,03;244,2;244,2;6715500;27500
8/6/2023;224,22;235,23;223,01;234,86;234,86;166280,88;708
7/6/2023;228;230,8;223,22;224,66;224,66;8544493,78;38033
6/6/2023;216,14;221,9;212,56;221,43;221,43;2247071,64;10148
5/6/2023;217,8;221,25;214,53;217,61;217,61;12419220,31;57071
2/6/2023;210,15;217,24;209,75;213,88;213,88;12133198,52;56729
1/6/2023;202,59;209,8;199,42;207,42;207,42;9810966;47300
31/5/2023;199,78;203,94;195,13;203,74;203,74;4998557,16;24534
30/5/2023;200,1;204,48;197,54;201,14;201,14;9754887,72;48498
26/5/2023;184,62;198,59;184,53;193,15;193,15;6664640,75;34505
25/5/2023;186,54;186,78;180,58;184,44;184,44;6684474,48;36242
24/5/2023;182,23;184,21;178,22;182,86;182,86;4726382,42;25847
23/5/2023;186,2;192,95;185,27;185,81;185,81;6187287,19;33299
22/5/2023;180,7;189,32;180,11;188,87;188,87;4934417,62;26126
19/5/2023;177,17;181,92;176,31;180,11;180,11;7810650,26;43366
18/5/2023;174,22;177,05;172,45;176,9;176,9;10938080,8;61832
17/5/2023;168,41;174,49;167,2;173,85;173,85;9051674,1;52066
16/5/2023;165,65;169,5;164,39;166,54;166,54;10535320,4;63260
15/5/2023;167,66;169,76;164,56;166,38;166,38;7458482,64;44828
12/5/2023;176,07;177,37;167,26;167,99;167,99;10563715,17;62883
11/5/2023;168,7;173,55;166,79;172,06;172,06;1612202,2;9370
10/5/2023;172,55;174,43;166,7;168,45;168,45;1091724,45;6481
9/5/2023;168,95;169,83;166,57;169,12;169,12;6035892,8;35690
8/5/2023;173,72;173,8;169,19;171,83;171,83;5753899,38;33486
5/5/2023;163,97;170,75;163,51;170,06;170,06;4189938,28;24638
4/5/2023;162,71;162,93;159,65;161,16;161,16;3977751,12;24682
3/5/2023;160,01;165;159,91;160,64;160,64;3749658,88;23342
2/5/2023;161,88;165,49;158,94;160,31;160,31;864551,83;5393
1/5/2023;163,17;163,24;158,86;161,82;161,82;5688620,28;35154
28/4/2023;160,9;165;157,33;164,27;164,27;672357,11;4093
27/4/2023;152,64;160,47;152,37;160,16;160,16;4349945,6;27160
26/4/2023;160,29;160,67;153,14;153,68;153,68;7099554,96;46197
25/4/2023;159,82;163,46;158,77;160,64;160,64;6564553,6;40865
24/4/2023;164,65;165,61;158,62;162,57;162,57;4941965,43;30399
21/4/2023;164,8;166;161,33;165,06;165,06;7422087,96;44966
20/4/2023;166,17;169,57;160,57;162,95;162,95;8802070,15;54017
19/4/2023;179,1;183,49;177,7;180,65;180,65;222018,85;1229
18/4/2023;187,15;187,68;183,58;184,24;184,24;8176018,48;44377
17/4/2023;186,32;189,69;182,7;186,99;186,99;4221299,25;22575
14/4/2023;183,95;186,24;182,01;185;185;7772775;42015
13/4/2023;182,96;186,5;180,95;185,9;185,9;2676402,3;14397
12/4/2023;190,74;191,58;180,32;180,53;180,53;6292553,68;34856
11/4/2023;186,69;189,19;185,66;186,82;186,82;7553693,06;40433
10/4/2023;179,94;185,08;176,14;184,51;184,51;3671379,98;19898
6/4/2023;183,08;186,37;179,75;185,06;185,06;9455455,64;51094
5/4/2023;190,52;190,64;183,77;185,49;185,49;3536181,36;19064
4/4/2023;197,32;198,72;190,32;192,61;192,61;5775796,07;29987
3/4/2023;199,91;202,65;192,21;194,74;194,74;8277034,22;42503
31/3/2023;197,53;207,78;197,2;207,44;207,44;12569204,48;60592
30/3/2023;195,58;197,32;194,43;195,17;195,17;11457064,51;58703
29/3/2023;193,13;195,27;189,44;193,88;193,88;8196083,12;42274
28/3/2023;192;192,35;185,46;189,21;189,21;6346671,03;33543
27/3/2023;194,42;197,39;189,96;191,74;191,74;11683485,16;60934
24/3/2023;191,65;192,29;187,16;190,31;190,31;577210,23;3033
23/3/2023;195,26;199,31;188,66;192,33;192,33;9716511,6;50520
22/3/2023;199,3;200,63;191,15;191,15;191,15;5747689,35;30069
21/3/2023;188,28;197,99;188,04;197,47;197,47;3880482,97;19651
20/3/2023;178,08;186,44;176,36;183,25;183,25;3308029;18052
17/3/2023;184,52;186,18;177,33;180,03;180,03;6842760,27;38009
16/3/2023;180,37;185,81;178,89;184,01;184,01;4590865,49;24949
15/3/2023;180,8;182,31;176,05;180,38;180,38;273997,22;1519
14/3/2023;177,31;183,8;177,14;183,35;183,35;9165483,15;49989
13/3/2023;167,46;177,34;163,92;174,54;174,54;10405725,72;59618
10/3/2023;175,13;178,29;168,5;173,39;173,39;9526740,16;54944
9/3/2023;180,25;185,18;173,02;174,36;174,36;1612655,64;9249
8/3/2023;185,04;186,5;180;181,45;181,45;10685409,05;58889
7/3/2023;191,38;194,2;186,1;189,42;189,42;10949044,26;57803
6/3/2023;198,54;198,6;192,31;194,6;194,6;9081982;46670
3/3/2023;194,8;200,48;192,9;197,96;197,96;3884569,08;19623
2/3/2023;186,74;193,7;186,02;191,13;191,13;7969547,61;41697
1/3/2023;206,21;207,2;198,55;203,01;203,01;8076752,85;39785
28/2/2023;210,59;211,23;203,75;205,3;205,3;5608385,4;27318
27/2/2023;202,03;209,4;201,26;206,95;206,95;2511959,1;12138
24/2/2023;196,33;197,67;192,8;196,32;196,32;5424910,56;27633
23/2/2023;203,91;205,1;196,37;202,59;202,59;5833984,23;28797
22/2/2023;197,93;201,99;191,8;199,15;199,15;3163696,9;15886
21/2/2023;204,99;209,69;198,71;199,49;199,49;8684996,64;43536
17/2/2023;199,99;208,28;197,5;206,06;206,06;395223,08;1918
16/2/2023;210,78;217,62;202,37;204,41;204,41;2446787,7;11970
15/2/2023;211,76;214,65;206,11;212,7;212,7;11880145,8;55854
14/2/2023;191,94;209,17;189,5;209,08;209,08;6215112,08;29726
13/2/2023;194,42;196,28;187,63;195,48;195,48;351668,52;1799
10/2/2023;202,23;206,19;192,91;196,44;196,44;2564327,76;13054
9/2/2023;207,78;214;205,55;211,41;211,41;3933917,28;18608
8/2/2023;196,1;202,92;194,31;201,19;201,19;2862330,13;14227
7/2/2023;196,43;197,22;189,55;195,13;195,13;4746342,12;24324
6/2/2023;193,01;197,7;189,93;194,28;194,28;4430555,4;22805
3/2/2023;183,95;199;183,7;189,98;189,98;12443690;65500
2/2/2023;187,33;196,7;182,61;187,91;187,91;7860275,3;41830
1/2/2023;173,89;183,61;169,95;183,03;183,03;9313847,61;50887
